CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus
CUST100546,Male,36,Daegu,Basic,13,124400.0,216600.0,3.4,2026-02-24,N,Food,2020-07-25,customer546@example.com,0
CUST101259,Female,33,Gyeonggi,Silver,10,154000.0,343100.0,5.0,2026-05-13,N,Fashion,2021-02-26,customer1259@example.com,0
CUST100801, MALE ,36,Incheon,Silver,11,124900.0,275100.0,3.0,2026-05-28,Y,Sports,2023-03-23,customer801@example.com,0
CUST100156,Female,50,Seoul,Basic,9,204800.0,457300.0,4.3,2026-05-08,Y,Electronics,2025-05-21,customer156@example.com,1
CUST100821,Other,25,Seoul,Basic,3,125400.0,108500.0,5.0,2026-04-14,N,Electronics,2023-09-04,customer821@example.com,0
CUST100772,Female,31,Incheon,Silver,7,127000.0,366300.0,3.5,2026-05-27,N,Beauty,2025-05-12,customer772@example.com,1
CUST101021,M,53,Gyeonggi,Gold,11,129500.0,30000000,4.7,2026-06-08,N,Fashion,2025-05-31,customer1021@example.com,1
CUST100594,Male,30,Gyeonggi,Basic,6,81300.0,280100.0,3.4,2026-05-04,Y,Fashion,2021-11-21,customer594@example.com,1
CUST100638,Female,36,Seoul,Silver,6,75800.0,143100.0,4.0,2026-04-23,N,Food,2022-04-23,customer638@example.com,0
CUST101153,Female,40,Incheon,Basic,10,139800.0,782300.0,3.4,2026-02-18,N,Fashion,2022-07-05,customer1153@example.com,1
CUST100228,Female,36,Seoul,Basic,4,78900.0,160600.0,4.1,2026-05-14,Y,Food,2023-02-04,customer228@example.com,0
CUST100725,Female,43,Seoul,silver,9,141700.0,476800.0,3.5,2026-06-08,N,Beauty,2023-10-14,customer725@example.com,0
CUST101250,Female,41,Gwangju,Silver,9,167200.0,366800.0,3.1,2026-04-27,Y,Electronics,2021-01-04,customer1250@example.com,0
CUST101292,Female,50,Seoul,Silver,11,115900.0,373200.0,3.7,2026-04-06, y ,Home,2023-06-17,customer1292@example.com,0
CUST101010,Male,56,Incheon,Basic,5,14400.0,28800.0,3.0,2026-01-27,N,Fashion,2023-08-23,customer1010@example.com,0
CUST100472,Male,21,Seoul,Basic,9,64100.0,164900.0,3.6,2026-02-13,Y,Fashion,2024-10-11,customer472@example.com,0
CUST100276,Male,47,Busan,Silver,6,169800.0,175500.0,3.5,2026-06-17,Y,Electronics,2021-02-12,customer276@example.com,1
CUST101266,Female,30,Gwangju,Silver,13,106100.0,330400.0,,2026-06-10,N,Food,2021-05-12,customer1266@example.com,0
CUST100231,Female,57,Incheon,Basic,13,85200.0,442700.0,4.0,2026-05-04,Y,Sports,2021-06-07,customer231@example.com,1
CUST101095,Female,26,Seoul,Silver,5,92100.0,101500.0,4.9,2026-05-20,N,Food,2022-07-07,customer1095@example.com,0
CUST101497,Male,36,Incheon,Gold,10,136300.0,652200.0,3.7,2026-03-18,Y,Home,2025-01-11,customer1497@example.com,0
CUST100664,,57,Seoul,Basic,14,66800.0,281200.0,3.0,2026-05-09,Y,Home,2021-10-10,customer664@example.com,0
CUST100789,Male,51,Gyeonggi,Basic,8,74300.0,234700.0,4.1,2026-03-12,N,Beauty,2020-07-13,customer789@example.com,0
CUST101247,Male,25,Daejeon,Basic,8,99600.0,93700.0,4.1,2026-05-08,Y,Electronics,2024-04-04,customer1247@example.com,1
CUST100556,Female,38,Seoul,Basic,9,71700.0,156900.0,4.0,2026-04-11,No,Fashion,2020-12-22,customer556@example.com,0
CUST100286,Male,18,Seoul,Silver,16,102300.0,831200.0,3.0,2026-04-05,N,Fashion,2025-01-26,customer286@example.com,0
CUST100977,Other,33,Busan,Basic,8,46000.0,163900.0,5.0,2026-03-29,Y,Beauty,2025-04-05,customer977@example.com,1
CUST100641,Female,38,Daejeon,Silver,12,149900.0,302600.0,3.4,2026-05-23,N,Fashion,2024-07-16,customer641@example.com,0
CUST100082,Female,36,Daejeon, Gold ,7,143100.0,399500.0,3.4,2026-05-11,Y,Fashion,2020-09-23,customer82@example.com,0
CUST101437,Male,53,Daejeon,basic,9,94900.0,384200.0,4.1,2026-05-25,N,Fashion,2022-12-23,customer1437@example.com,0
CUST100569,Female,42,Gyeonggi,Basic,6,59100.0,118800.0,4.5,2026-04-12,N,Food,05-05-2022,customer569@example.com,0
CUST100285,Male,52,Daejeon,Gold,6,99800.0,175200.0,2.0,2026-06-06,N,Home,2023-05-04,customer285@example.com,0
CUST101144,Other,26,Seoul,VIP,8,143000.0,612500.0,4.1,2026-03-12,Y,Sports,2021-03-18,customer1144@example.com,1
CUST101453,Female,23,Daegu,VIP,8,174500.0,350100.0,4.0,2026-03-30,N,Sports,2025-02-11,customer1453@example.com,1
CUST101067,Female,18,Seoul,Basic,7,95800.0,216200.0,1.8,2026-02-10,Y,Electronics,2022-06-10,customer1067@example.com,0
CUST100593,Female,33,Gyeonggi,Basic,14,214200.0,761200.0,3.7,2026-05-09,N,Beauty,2025-07-20,customer593@example.com,1
CUST100597,Female,26,Gyeonggi,Gold,10,192400.0,710900.0,4.5,2025-11-25,N,Sports,2020-09-14,customer597@example.com,1
CUST101289,Female,39,Daegu,Silver,14,69500.0,259800.0,1.6,2026-05-25,Y,Home,2023-05-20,customer1289@example.com,1
CUST100044,Female,40,Busan,VIP,14,196100.0,1120200.0,4.4,2026-05-18,Y,Fashion,2021-02-02,customer44@example.com,1
CUST100272,Male,33,Gyeonggi,Gold,7,111100.0,205600.0,3.7,2026.04.05,N,Fashion,2025-07-24,customer272@example.com,1
CUST101450,Male,41,Busan,basic,6,35100.0,40100.0,3.1,2026-05-29,Y,Sports,2024-02-27,customer1450@example.com,1
CUST101125,Female,47,Gyeonggi,Basic,6,54100.0,49300.0,3.7,2026-02-28,N,,2020-08-20,customer1125@example.com,0
CUST101088,Male,27,Incheon,Basic,13,71400.0,292000.0,2.9,2026-04-05,Y,Sports,2021-08-14,customer1088@example.com,0
CUST100510,female,57,Gyeonggi, Gold ,14,,824700.0,4.1,2025-11-17,N,Fashion,2022-06-01,customer510@example.com,1
CUST100447,Male,49,Gwangju,Basic,8,80300.0,245200.0,4.4,2026-06-24,N,Home,2024-04-01,customer447@example.com,1
CUST100876,,24,Daejeon,Basic,11,90300.0,507900.0,4.7,2026-04-11,No,Home,2021-02-12,customer876@example.com,1
CUST100853,Male,37,Daejeon,Silver,9,186100.0,592300.0,3.7,2026-02-08,Y,electronics,2025-02-13,customer853@example.com,1
CUST101476,Male,55,Daejeon,Silver,6,36700.0,113500.0,5.0,2026-06-03,Y,Fashion,2021-08-24,customer1476@example.com,1
CUST101000,Female,51,Incheon,Silver,8,"147,300",133400.0,3.8,2026-06-09,N,Beauty,2025-12-18,customer1000@example.com,0
CUST100537,Male,37,Seoul,Basic,12,41900.0,274800.0,4.5,2026-04-04,Y,Beauty,2025-06-30,customer537@example.com,1
CUST100849,Male,43,Gyeonggi,Basic,8,59900.0,51600.0,4.3,2026-06-24,Y,Fashion,2025-01-10,customer849@example.com,0
CUST101106,Male,21,gyeonggi,Basic,6,43300.0,111000.0,3.0,2026-05-01,Y,Fashion,2022-09-21,customer1106@example.com,0
CUST100021,Other,25,Daejeon,Basic,11,83400.0,213200.0,4.3,2026-01-04,N,Beauty,2021-09-30,customer21@example.com,0
CUST100573,Female,49,Seoul,Basic,8,70600.0,226600.0,3.8,2026-05-08,N,Beauty,2024-07-14,customer573@example.com,0
CUST100482,Male,24,Gyeonggi,VIP,7,139800.0,272200.0,4.3,2026-02-06,Y,Food,2025-11-15,customer482@example.com,0
CUST100084,Female,38,Gyeonggi,Basic,7,116200.0,228700.0,2.5,2026-04-09,N,Beauty,2023-08-08,customer84@example.com,0
CUST101386,Female,52,Gyeonggi,Silver,8,143600.0,447100.0,4.7,2026-04-17, y ,Electronics,2024-07-17,customer1386@example.com,1
CUST100715,Male,56,Seoul,Silver,10,99600.0,352300.0,3.6,2026-02-27,N,Beauty,2025-08-26,customer715@example.com,0
CUST101298,Male,47,Seoul,Basic,6,51600.0,152300.0,2.8,2026-01-05,N,Fashion,2023-04-16,customer1298@example.com,0
CUST100179,Female,39,Gwangju,Silver,9,44400.0,180900.0,3.9,2026-05-17,N,Food,2025-10-27,customer179@example.com,0
CUST100353,Female,55,Gyeonggi,VIP,15,,489000.0,3.3,2026-04-19,Y,Sports,2024-07-15,customer353@example.com,1
CUST100186,Female,40, Seoul ,Silver,12,127000.0,476300.0,4.5,2026-06-21,Y,Home,2024-11-18,customer186@example.com,0
CUST100493,Female,37,Seoul,Gold,11,194600.0,779500.0,4.4,2025-12-27,N,Beauty,2021-11-03,customer493@example.com,1
CUST100347,Female,31,Seoul,VIP,10,277700.0,1417700.0,2.6,2026-03-17,N,electronics,2024-10-25,customer347@example.com,1
CUST100497,Female,35,Gyeonggi,Basic,8,16400.0,49600.0,3.6,2026-03-28,Y,Beauty,2024-10-31,customer497@example.com,1
CUST101064,Male,46,Seoul, Gold ,9,143400.0,759800.0,3.4,2026-02-15,N,Fashion,2023-02-07,customer1064@example.com,1
CUST100566,Male,33,Incheon,Silver,5,118300.0,380900.0,3.4,2026-06-04,N,Sports,2025-04-26,customer566@example.com,1
CUST100769,Male,33,Seoul,Basic,10,121500.0,254600.0,4.1,,N,Fashion,2023-08-26,customer769@example.com,1
CUST101094,Female,36,Gyeonggi,Basic,13,97200.0,321000.0,4.3,2026-03-04,N,Food,2022-10-30,customer1094@example.com,1
CUST101466,Female,57,Seoul,Basic,10,70400.0,139700.0,,2026-04-21,Y,Fashion,2024-02-01,customer1466@example.com,0
CUST101207,Male,59,Daegu,Silver,8,245800.0,743300.0,3.6,2026-05-17,Y,Electronics,2024-11-09,customer1207@example.com,1
CUST100972,Male,none,Seoul,,12,133600.0,468900.0,3.0,,N,Food,2022-06-11,customer972@example.com,1
CUST101427,Male,42,Incheon,Silver,3,93700.0,86300.0,2.2,2026-06-01,N,Fashion,2023-09-22,customer1427@example.com,0
CUST100691,Male,39,Daejeon,Basic,8,46300.0,142200.0,4.4,,Y,Sports,2025-07-01,customer691@example.com,0
CUST100264,male,32,Seoul,Gold,4,72000.0,122900.0,4.2,2026-04-30,Y,Food,2024-06-26,customer264@example.com,0
CUST100104,Female,41,Daejeon,Basic,14,156900.0,715600.0,3.6,2026-06-06,Y,Electronics,2020-08-30,customer104@example.com,1
CUST101079,Male,42,Gyeonggi,Silver,8,94000.0,422200.0,3.6,2026-03-26,N,Food,2025-06-13,customer1079@example.com,0
CUST101188,Male,43,Daegu,Silver,19,169900.0,535700.0,4.7,2026-05-16,No,Beauty,2023-05-19,customer1188@example.com,1
CUST100270,female,,Gyeonggi,Basic,8,80800.0,87600.0,4.9,2026-03-10,N,Sports,2024-08-16,customer270@example.com,0
CUST101178,Female,56,Daejeon,Silver,11,125800.0,350400.0,3.9,2026-04-25,N,Sports,2024-04-04,customer1178@example.com,1
CUST101060,Female,40, GYEONGGI ,Silver,7,98100.0,309000.0,5.0,2026-05-15,Y,Sports,2024-07-01,customer1060@example.com,1
CUST100494,Female,41,Gwangju,silver,6,148300.0,325400.0,2.7,2026-06-21,Y,Electronics,2022-08-01,customer494@example.com,0
CUST100612,Female,49,Gyeonggi,Gold,7,100100.0,101100.0,3.1,2025-12-29,N,Home,2024-08-02,customer612@example.com,0
CUST100945,Female,25,Daejeon,VIP,9,193200.0,731100.0,5.0,,N,Home,2023-06-26,customer945@example.com,1
CUST100633,Female,21,Seoul,Silver,11,185000.0,585100.0,5.0,2026-05-11,Y,Electronics,2020-11-26,customer633@example.com,1
CUST100355,Female,39,Incheon,Silver,12,170700.0,358700.0,3.3,2026-03-25,N,Sports,2024-02-07,customer355@example.com,0
CUST101323,Female,18,Gyeonggi,Basic,5,70100.0,126700.0,1.6,2026-04-28,Y,Fashion,2022-11-27,customer1323@example.com,0
CUST100528,Male,57,Seoul,Silver,9,149500.0,384900.0,4.1,2026-05-31,N,Beauty,2021-05-24,customer528@example.com,0
CUST101015,Male,34,Daegu,VIP,6,178000.0,184200.0,3.4,2026-05-09,Y,Sports,2023-10-08,customer1015@example.com,0
CUST101161,Male,32,Busan,VIP,9,146300.0,331900.0,3.5,2026-02-18,N,Food,2020-12-17,customer1161@example.com,0
CUST101358,Female,57,Gyeonggi,Basic,14,141600.0,663800.0,4.7,2026-04-17,Y,Fashion,2025-04-27,customer1358@example.com,1
CUST100575,Male,37,Gyeonggi,Silver,10,137000.0,240000.0,5.0,2026-06-26,N,Fashion,2020-07-04,customer575@example.com,1
CUST100055,Female,30,Gyeonggi,basic,6,63900.0,146700.0,3.8,2026-04-13,Y,Food,2024-01-07,customer55@example.com,0
CUST100790,Male,43,Daejeon,Gold,6,80700.0,142500.0,3.9,2026-05-02,Y,Home,2021-06-30,customer790@example.com,0
CUST100714,Female,32,Gyeonggi,Silver,11,134300.0,305900.0,4.0,2026-05-04,Y,Electronics,2022-01-14,customer714@example.com,1
CUST101329,Male,41,Gyeonggi,Basic,7,54000.0,58200.0,3.0,2026-04-26,N,Fashion,2020-06-30,customer1329@example.com,0
CUST100147,Male,50,Daejeon,SILVER,12,196900.0,872300.0,3.9,2026-05-20,N,Electronics,2020-07-23,customer147@example.com,1
CUST101130,Female,39,Incheon,Silver,8,127600.0,466600.0,4.6,2026-03-25,Y,Fashion,2025-09-04,customer1130@example.com,0
CUST100908,Female,18,Daejeon,Basic,4,24000.0,27600.0,3.7,2026-02-13,N,Sports,2024-03-25,customer908@example.com,0
CUST101480,Male,44,Seoul,VIP,8,177900.0,311700.0,3.0,2026-05-19,N,Sports,2025-05-05,customer1480@example.com,0
CUST101234,Male,32,Seoul,VIP,9,212600.0,908200.0,2.6,2026-04-15,Y,Home,2021-08-20,customer1234@example.com,1
CUST100596,Female,48,Gwangju,Gold,7,143400.0,367600.0,3.7,2026-02-11,Y,Sports,2022-12-03,customer596@example.com,0
CUST100844,Male,46,Gyeonggi,Basic,15,146400.0,559500.0,2.9,2026-04-29,N,Food,2020-07-13,customer844@example.com,1
CUST101093,Female,54,Busan,Basic,12,77000.0,217000.0,5.0,,N,Fashion,2022-04-19,customer1093@example.com,0
CUST100088,Male,41,Incheon,Silver,11,157300.0,783200.0,3.3,2026-05-17,Y,Beauty,2020-09-27,customer88@example.com,0
CUST100622,Male,39,Gyeonggi,Silver,10,126100.0,442900.0,4.2,2026-06-20,N,Home,2025-09-15,customer622@example.com,1
CUST100675,Female,38,Seoul,Gold,5,152200.0,343000.0,3.2,2026-05-28,N,Food,2021-05-19,customer675@example.com,0
CUST100112,Male,38,Busan,Silver,10,99100.0,212100.0,3.9,2026-02-17,Yes,Food,2021-01-20,customer112@example.com,0
CUST100672,Male,46,Gyeonggi,Basic,150,124400.0,468800.0,4.4,2026-06-06,N,,2022-08-05,customer672@example.com,1
CUST101251,Female,25,Gyeonggi,Basic,12,124500.0,516500.0,4.3,2026/02/22,N,Home,2024-11-03,customer1251@example.com,1
CUST101198,,30,Daegu,Basic,13,89900.0,461000.0,3.3,2025-12-17,N,Home,2024-12-02,customer1198@example.com,0
CUST100841,Female,32,Gyeonggi,VIP,11,190700.0,830100.0,2.7,2026-03-07,N,Home,2024-02-09,customer841@example.com,1
CUST100253,Male,42,Busan,VIP,8,147600.0,145500.0,3.5,2026-06-05,N,Fashion,2022-09-26,customer253@example.com,1
CUST100223,Female,54,,gold,10,101400.0,191800.0,3.8,2026/05/27,Y,Beauty,2024-03-27,customer223@example.com,1
CUST101400,Female,38,Gyeonggi,VIP,7,142700.0,268000.0,5.0,2026-05-13,N,fashion,2020-12-26,customer1400@example.com,1
CUST100483,Male,38,Gwangju, Basic ,7,83700.0,92700.0,3.8,2026-05-09,No,Fashion,2025-05-09,customer483@example.com,0
CUST101270,,49,Daejeon,Basic,9,81100.0,154000.0,4.0,2026-03-24,Y,Electronics,2022-04-20,customer1270@example.com,0
CUST100894,Male,46,Gyeonggi,Basic,10,140100.0,735200.0,2.6,2026-05-31,Y,Beauty,2021-04-25,customer894@example.com,1
CUST100690,Male,43,Seoul,VIP,7,219500.0,564000.0,2.8,2026-06-04,N,Electronics,2021-05-30,customer690@example.com,1
CUST100558,Male,57,Gyeonggi,Silver,9,181000.0,619800.0,3.1,2026-03-31,Y,fashion,2022-05-31,customer558@example.com,1
CUST100953,Female,41,busan,Basic,14,130400.0,707100.0,3.8,2026-06-13,N,Food,2023-11-23,customer953@example.com,1
CUST100901,Male,25,Gyeonggi,Silver,7,51100.0,158000.0,4.9,2026-06-05,N,Food,2025-04-14,customer901@example.com,0
CUST100703,Female,25,seoul,Basic,9,131900.0,666300.0,3.1,2026-04-11,Y,Electronics,2022-05-10,customer703@example.com,1
CUST100454, MALE ,28,Daegu,Silver,7,156800.0,331600.0,4.5,2026-06-03,N,Sports,2025-06-25,customer454@example.com,1
CUST100367,Male,33,Seoul,Basic,5,104900.0,115400.0,4.3,2026-02-09,N,Electronics,2025-03-24,customer367@example.com,0
CUST100154,Other,49,Seoul,Silver,3,97300.0,169700.0,3.9,2026-03-28,N,Home,2022-03-03,customer154@example.com,1
CUST100823,Male,41,Incheon,Basic,6,26900.0,72100.0,4.1,2026-04-29,Y,Home,2024-03-29,customer823@example.com,1
CUST100902,Male,,Busan,Basic,3,80200.0,69700.0,3.5,2026-04-23,N,Food,2024-04-25,customer902@example.com,0
CUST100489,Female,30,Seoul,Basic,11,94000.0,427400.0,3.9,2026/06/11,N,Sports,2022-05-19,customer489@example.com,1
CUST100555,Male,32,Incheon,Basic,7,36700.0,108400.0,3.2,2026-04-21,N,Home,2022-12-06,customer555@example.com,0
CUST100855,Male,18,Incheon,Basic,4,135300.0,151200.0,3.5,2026-04-22,Y,Fashion,2021-01-30,customer855@example.com,1
CUST100461,Female,47,Daejeon,Silver,9,118500.0,336500.0,2.9,2026-06-13,Y,Food,2023-06-14,customer461@example.com,0
CUST100705,Female,35,Gwangju,Basic,11,73400.0,384700.0,3.3,2026-04-16,N,Home,2021-01-19,customer705@example.com,0
CUST100854,Female,63,Seoul,Basic,8,143300.0,630100.0,4.2,2026-05-14,N,Electronics,2024-05-09,customer854@example.com,0
CUST101148,Female,27,Busan,Gold,2,85700.0,79200.0,3.3,2026-05-03,Y,Beauty,2021-02-19,customer1148@example.com,0
CUST101438,Male,49,Gwangju,Basic,13,44000.0,129600.0,2.8,2026-05-18,Y,Sports,2020-08-12,customer1438@example.com,0
CUST101469,,33,Gyeonggi,Basic,7,,245100.0,4.0,2026-04-30,Y,Beauty,2020-07-04,customer1469@example.com,0
CUST100899,Male,47,Daegu,silver,11,117200.0,395400.0,4.8,2026-04-18,N,Fashion,2021-03-01,customer899@example.com,0
CUST101264,Male,46,Incheon,Basic,6,104600.0,313600.0,3.5,2026-06-11,N,Fashion,2025-04-10,customer1264@example.com,0
CUST101385,Female,54,Incheon,Gold,12,145700.0,637600.0,2.9,2026-04-07,N,Fashion,2021-04-30,customer1385@example.com,1
CUST101382,Female,41,Gyeonggi,Basic,9,42800.0,189400.0,3.9,2026-06-03,Y,Home,27-03-2022,customer1382@example.com,0
CUST100807,Male,30,Gyeonggi,Basic,5,97100.0,268900.0,3.5,2026-04-05,Y,Beauty,2022-05-01,customer807@example.com,0
CUST101284,Male,45,Gyeonggi,Gold,12,143400.0,904800.0,3.0,2026-05-02,Y,Beauty,2021-10-26,customer1284@example.com,1
CUST100165,Female,35,Gyeonggi,Gold,12,116500.0,630000.0,3.7,2026/06/24,N,Fashion,2024-06-20,customer165@example.com,1
CUST100695,Male,35,Gwangju,Basic,7,178500.0,201300.0,3.9,2026-03-13,Y,electronics,2025-05-01,customer695@example.com,0
CUST101053,Female,35,Seoul,Silver,11,142900.0,666000.0,2.9,2026-06-15,N,Beauty,2022-10-06,customer1053@example.com,1
CUST100237,Male,42,Seoul,Basic,8,130400.0,134700.0,4.6,2026-04-21,N,Electronics,2024-12-28,customer237@example.com,1
CUST101336,Female,38,Seoul,Silver,16,,900000.0,3.1,2026-03-26,N,,2021-07-29,customer1336@example.com,1
CUST101087,Female,36,Gyeonggi,Silver,13,117700.0,469300.0,3.3,2026-03-03,N,Home,2025-08-09,customer1087@example.com,0
CUST100551,Female,47,Incheon,Basic,15,56800.0,490100.0,4.6,2026/04/22,N,Food,2020-12-16,customer551@example.com,1
CUST100686,Male,50,Daegu,Gold,5,116900.0,111200.0,2.8,2026-06-22,N,Home,2021-12-13,customer686@example.com,0
CUST101216,Female,30,Busan,Silver,11,160000.0,712100.0,3.5,2026-05-02,N,Beauty,2024-06-12,customer1216@example.com,1
CUST100939,Male,,Seoul,Silver,7,53900.0,46000.0,4.2,2026-04-25,Y,Home,2023-04-08,customer939@example.com,1
CUST100190,Other,44,Incheon,Silver,13,175300.0,889100.0,4.9,2026-01-27,N,Sports,2023-05-23,customer190@example.com,1
CUST100536,Male,32,Gyeonggi,Silver,5,115300.0,197200.0,3.2,2026-05-17,N,Beauty,2022-12-19,customer536@example.com,0
CUST100919,Female,40,Gwangju,Gold,8,147700.0,519800.0,3.1,2026-06-06,Y,,2020-09-17,customer919@example.com,1
CUST100435,Female,,Gyeonggi,Silver,12,228200.0,760300.0,3.7,2026-06-12,N,Electronics,2023-12-15,customer435@example.com,1
CUST101430,Male,31,Gyeonggi,basic,7,151200.0,342000.0,3.3,2026-01-17,N,Electronics,2021-04-16,customer1430@example.com,0
CUST100624, FEMALE ,59,Incheon,Basic,10,84800.0,148800.0,5.0,2026-05-04,Y,Home,2021-07-04,customer624@example.com,0
CUST100442,Male,41,Seoul,Basic,5,99900.0,227000.0,3.5,2026-06-17,Y,Fashion,2022-02-15,customer442@example.com,0
CUST100184,Male,44,Seoul,Basic,12,,468300.0,2.3,2026-06-13,N,Fashion,2024-07-28,customer184@example.com,0
CUST100028,Male,38,Seoul,Basic,4,89100.0,101000.0,3.4,2026-05-19,N,Sports,2023-06-23,customer28@example.com,0
CUST100452,Male,46,Busan,Silver,10,172100.0,752500.0,4.7,2026-03-24,N,Sports,2021-04-09,customer452@example.com,1
CUST100266,F,40,Seoul,Silver,4,56600.0,116000.0,4.4,2026-04-06,N,Food,2021-05-31,customer266@example.com,0
CUST100882,Female,23,Daejeon,Gold,6,98500.0,181600.0,4.5,2026-06-20,Y,Fashion,2022-04-01,customer882@example.com,1
CUST100432,Female,45,Gyeonggi,Silver,13,136600.0,664700.0,2.8,2026-03-30,Y,Food,2022-05-23,customer432@example.com,1
CUST100915,,43,Gyeonggi,basic,8,112100.0,357600.0,3.8,2026-05-01,N,Home,2024-09-28,customer915@example.com,0
CUST101377,Female,37,Seoul,Basic,7,154900.0,350300.0,3.1,2026-02-19,N,Electronics,2021-05-26,customer1377@example.com,0
CUST100748,Male,46,Busan,Basic,10,87900.0,171400.0,3.8,2026-03-06,Y,Food,2025-01-02,customer748@example.com,1
CUST101118,Male,43,Gyeonggi,VIP,8,198300.0,380100.0,3.8,2026-06-05,Y,Food,2021-11-27,customer1118@example.com,1
CUST100438,Male,25,Gyeonggi,Gold,6,152600.0,404300.0,3.7,2026-05-20,Y,Home,2025-10-14,customer438@example.com,1
CUST100535,Male,45,Daegu,,7,64200.0,217000.0,4.4,2026-06-06,Y,Food,2025-03-21,customer535@example.com,0
CUST101262,Female,43,Incheon,Silver,9,157200.0,361400.0,3.7,2026-03-09,Y,Electronics,2023-02-21,customer1262@example.com,0
CUST101165,Female,44,Gwangju,Basic,11,127800.0,676500.0,3.6,2026-04-18,N, Beauty ,2021-04-27,customer1165@example.com,0
CUST100984,Female,37,Gyeonggi,Basic,14,87700.0,396900.0,2.4,2026-05-12, n ,Beauty,2024-10-01,customer984@example.com,1
CUST101359,Male,40,Gyeonggi,Basic,6,,400200.0,3.2,2026-05-18,Y,Fashion,2025-04-13,customer1359@example.com,1
CUST101440,Male,38,Incheon,Basic,10,,330100.0,5.0,2026-04-27,No,Sports,2022-08-11,customer1440@example.com,1
CUST101410,Male,53,Gyeonggi,Silver,9,61800.0,256700.0,3.1,2026-06-26,Y,,2021-01-13,customer1410@example.com,0
CUST100532,Female,38, Busan ,Gold,8,131400.0,351700.0,4.3,2026-06-10,Y,Food,2022-09-24,customer532@example.com,0
CUST101029,F,37,Gyeonggi,Silver,7,,190200.0,4.2,2026-04-03,N,FASHION,2021-05-23,customer1029@example.com,0
CUST100162,male,19,Gyeonggi,Silver,9,116500.0,376600.0,3.0,2026-02-07,N,Beauty,2022-01-12,customer162@example.com,0
CUST100474,Male,31,Seoul,Basic,9,82400.0,147200.0,4.0,2026-04-22,Y,Food,2025-03-11,customer474@example.com,0
CUST100739,Female,25,Gwangju,Basic,12,152100.0,795600.0,3.8,2026-04-21,N,Beauty,2021-11-01,customer739@example.com,1
CUST100735,Male,26,Daegu,Silver,11,137100.0,776800.0,2.0,2026-06-08,N,Beauty,2024-07-10,customer735@example.com,1
CUST100123,Male,51,Gyeonggi,Basic,9,227300.0,660900.0,3.7,2026-04-27,N,Electronics,2021-07-01,customer123@example.com,1
CUST100550,Female,44,Daegu,Basic,9,111300.0,436500.0,3.1,2026-04-03,Y,Fashion,2021-01-15,customer550@example.com,0
CUST100375,Male,34,Daejeon,Basic,13,148300.0,609500.0,3.3,2026-04-24,Y,Fashion,2021-08-28,customer375@example.com,0
CUST100467,Male,29,Gyeonggi,Silver,10,132100.0,701300.0,3.5,2025-12-28,N,Fashion,2020-07-10,customer467@example.com,0
CUST100142,Female,47,Gwangju,Silver,6,54800.0,114800.0,2.6,2026-05-17,Y,Fashion,2025-03-27,customer142@example.com,0
CUST100169,Female,52,,Basic,8,26300.0,45400.0,3.5,2026-05-12, n ,Beauty,2020-07-02,customer169@example.com,0
CUST101168,Male,24,Daejeon,Basic,19,132000.0,739900.0,3.3,2026-04-21,Yes,Food,2024-02-09,customer1168@example.com,1
CUST101387,Male,53,Daejeon,Basic,12,106300.0,573800.0,3.8,2026-04-21,Y,Fashion,2023-04-25,customer1387@example.com,1
CUST101185,Male,39,Gyeonggi,Basic,130,41100.0,133900.0,4.5,2026-03-30,Y,Home,2020-07-09,customer1185@example.com,0
CUST101431,Male,37,seoul,Silver,9,56400.0,155700.0,2.5,2026-02-18,Y,Beauty,2020-10-15,customer1431@example.com,1
CUST101226,Male,31,Gyeonggi,Basic,6,5000.0,5300.0,4.4,2026-06-08,Y,Sports,2020-08-28,customer1226@example.com,1
CUST100504,Female,50,Gyeonggi,Silver,10,102800.0,354900.0,2.8,2026-05-03,Y,Food,2022-01-06,customer504@example.com,1
CUST101081,Male,51,Gyeonggi,Basic,4,89500.0,94600.0,3.3,2026-05-20,N,Electronics,2022-12-08,customer1081@example.com,0
CUST100559,Female,54,Gwangju,Basic,6,43400.0,93700.0,4.4,2026-04-12,Y,Beauty,2022-11-20,customer559@example.com,0
CUST100175,Female,36,Gyeonggi,VIP,13,271200.0,1656700.0,4.1,2026-04-03,Y,Electronics,2024-01-19,customer175@example.com,1
CUST100208,Female,46,Seoul,Basic,9,140000.0,408600.0,3.0,2026-03-06,N,Fashion,2024-02-06,customer208@example.com,0
CUST100514,Other,31,Incheon,Gold,13,257000.0,683700.0,2.7,2026-05-01,Yes,Electronics,2021-08-14,customer514@example.com,1
CUST100874,Female,53,Gyeonggi,Basic,8,57500.0,195200.0,3.4,2026-05-08,N,Beauty,2025-03-09,customer874@example.com,0
CUST100418,Female,61,Gyeonggi,Gold,7,205500.0,753000.0,2.7,2026-03-26,N,Electronics,2023-03-07,customer418@example.com,0
CUST100950,Female,45,Seoul,Silver,6,92700.0,90300.0,4.7,2026-05-10,Y,Fashion,2024-05-03,customer950@example.com,0
CUST100161,Female,48,Daejeon,Basic,9,71900.0,244800.0,5.0,2026-04-12,N,Beauty,2022-02-08,customer161@example.com,0
