CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus,AgeGroup,PurchaseGrade
CUST100801,Female,36.0,Incheon,Silver,11.0,124900.0,275100.0,3.0,2026-05-28,Y,sports,2023-03-23,customer801@example.com,0,30대,Medium
CUST100156,Female,50.0,Seoul,Basic,9.0,204800.0,457300.0,4.3,2026-05-08,Y,electronics,2025-05-21,customer156@example.com,1,50대,Medium
CUST100821,Female,25.0,Seoul,Basic,3.0,125400.0,108500.0,5.0,2026-04-14,N,electronics,2023-09-04,customer821@example.com,0,20대 이하,Low
CUST100772,Female,31.0,Incheon,Silver,7.0,127000.0,366300.0,3.5,2026-05-27,N,beauty,2025-05-12,customer772@example.com,1,30대,Medium
CUST101021,Female,53.0,Gyeonggi,Gold,11.0,129500.0,1075975.0,4.7,2026-06-08,N,fashion,2025-05-31,customer1021@example.com,1,50대,High
CUST100594,Female,30.0,Gyeonggi,Basic,6.0,81300.0,280100.0,3.4,2026-05-04,Y,fashion,2021-11-21,customer594@example.com,1,30대,Medium
CUST100638,Female,36.0,Seoul,Silver,6.0,75800.0,143100.0,4.0,2026-04-23,N,food,2022-04-23,customer638@example.com,0,30대,Low
CUST101153,Female,40.0,Incheon,Basic,10.0,139800.0,782300.0,3.4,2026-02-18,N,fashion,2022-07-05,customer1153@example.com,1,40대,High
CUST100228,Female,36.0,Seoul,Basic,4.0,78900.0,160600.0,4.1,2026-05-14,Y,food,2023-02-04,customer228@example.com,0,30대,Low
CUST100725,Female,43.0,Seoul,silver,9.0,141700.0,476800.0,3.5,2026-06-08,N,beauty,2023-10-14,customer725@example.com,0,40대,Medium
CUST101250,Female,41.0,Gwangju,Silver,9.0,167200.0,366800.0,3.1,2026-04-27,Y,electronics,2021-01-04,customer1250@example.com,0,40대,Medium
CUST101292,Female,50.0,Seoul,Silver,11.0,115900.0,373200.0,3.7,2026-04-06,Y,home,2023-06-17,customer1292@example.com,0,50대,Medium
CUST101010,Female,56.0,Incheon,Basic,5.0,14400.0,28800.0,3.0,2026-01-27,N,fashion,2023-08-23,customer1010@example.com,0,50대,Low
CUST100472,Female,21.0,Seoul,Basic,9.0,64100.0,164900.0,3.6,2026-02-13,Y,fashion,2024-10-11,customer472@example.com,0,20대 이하,Low
CUST100276,Female,47.0,Busan,Silver,6.0,169800.0,175500.0,3.5,2026-06-17,Y,electronics,2021-02-12,customer276@example.com,1,40대,Low
CUST100231,Female,57.0,Incheon,Basic,13.0,85200.0,442700.0,4.0,2026-05-04,Y,sports,2021-06-07,customer231@example.com,1,50대,Medium
CUST101095,Female,26.0,Seoul,Silver,5.0,92100.0,101500.0,4.9,2026-05-20,N,food,2022-07-07,customer1095@example.com,0,20대 이하,Low
CUST101497,Female,36.0,Incheon,Gold,10.0,136300.0,652200.0,3.7,2026-03-18,Y,home,2025-01-11,customer1497@example.com,0,30대,High
CUST100789,Female,51.0,Gyeonggi,Basic,8.0,74300.0,234700.0,4.1,2026-03-12,N,beauty,2020-07-13,customer789@example.com,0,50대,Medium
CUST101247,Female,25.0,Daejeon,Basic,8.0,99600.0,93700.0,4.1,2026-05-08,Y,electronics,2024-04-04,customer1247@example.com,1,20대 이하,Low
CUST100556,Female,38.0,Seoul,Basic,9.0,71700.0,156900.0,4.0,2026-04-11,N,fashion,2020-12-22,customer556@example.com,0,30대,Low
CUST100286,Female,18.0,Seoul,Silver,16.0,102300.0,831200.0,3.0,2026-04-05,N,fashion,2025-01-26,customer286@example.com,0,20대 이하,High
CUST100977,Female,33.0,Busan,Basic,8.0,46000.0,163900.0,5.0,2026-03-29,Y,beauty,2025-04-05,customer977@example.com,1,30대,Low
CUST100641,Female,38.0,Daejeon,Silver,12.0,149900.0,302600.0,3.4,2026-05-23,N,fashion,2024-07-16,customer641@example.com,0,30대,Medium
CUST100082,Female,36.0,Daejeon,Gold,7.0,143100.0,399500.0,3.4,2026-05-11,Y,fashion,2020-09-23,customer82@example.com,0,30대,Medium
CUST101437,Female,53.0,Daejeon,basic,9.0,94900.0,384200.0,4.1,2026-05-25,N,fashion,2022-12-23,customer1437@example.com,0,50대,Medium
CUST100569,Female,42.0,Gyeonggi,Basic,6.0,59100.0,118800.0,4.5,2026-04-12,N,food,2022-05-05,customer569@example.com,0,40대,Low
CUST100285,Female,52.0,Daejeon,Gold,6.0,99800.0,175200.0,2.0,2026-06-06,N,home,2023-05-04,customer285@example.com,0,50대,Low
CUST101144,Female,26.0,Seoul,VIP,8.0,143000.0,612500.0,4.1,2026-03-12,Y,sports,2021-03-18,customer1144@example.com,1,20대 이하,High
CUST101453,Female,23.0,Daegu,VIP,8.0,174500.0,350100.0,4.0,2026-03-30,N,sports,2025-02-11,customer1453@example.com,1,20대 이하,Medium
CUST101067,Female,18.0,Seoul,Basic,7.0,95800.0,216200.0,1.8,2026-02-10,Y,electronics,2022-06-10,customer1067@example.com,0,20대 이하,Medium
CUST100593,Female,33.0,Gyeonggi,Basic,14.0,214200.0,761200.0,3.7,2026-05-09,N,beauty,2025-07-20,customer593@example.com,1,30대,High
CUST100597,Female,26.0,Gyeonggi,Gold,10.0,192400.0,710900.0,4.5,2025-11-25,N,sports,2020-09-14,customer597@example.com,1,20대 이하,High
CUST101289,Female,39.0,Daegu,Silver,14.0,69500.0,259800.0,1.6,2026-05-25,Y,home,2023-05-20,customer1289@example.com,1,30대,Medium
CUST100044,Female,40.0,Busan,VIP,14.0,196100.0,1075975.0,4.4,2026-05-18,Y,fashion,2021-02-02,customer44@example.com,1,40대,High
CUST100272,Female,33.0,Gyeonggi,Gold,7.0,111100.0,205600.0,3.7,2026-04-05,N,fashion,2025-07-24,customer272@example.com,1,30대,Medium
CUST101450,Female,41.0,Busan,basic,6.0,35100.0,40100.0,3.1,2026-05-29,Y,sports,2024-02-27,customer1450@example.com,1,40대,Low
CUST101088,Female,27.0,Incheon,Basic,13.0,71400.0,292000.0,2.9,2026-04-05,Y,sports,2021-08-14,customer1088@example.com,0,20대 이하,Medium
CUST100447,Female,49.0,Gwangju,Basic,8.0,80300.0,245200.0,4.4,2026-06-24,N,home,2024-04-01,customer447@example.com,1,40대,Medium
CUST100853,Female,37.0,Daejeon,Silver,9.0,186100.0,592300.0,3.7,2026-02-08,Y,electronics,2025-02-13,customer853@example.com,1,30대,High
CUST101476,Female,55.0,Daejeon,Silver,6.0,36700.0,113500.0,5.0,2026-06-03,Y,fashion,2021-08-24,customer1476@example.com,1,50대,Low
CUST101000,Female,51.0,Incheon,Silver,8.0,147300.0,133400.0,3.8,2026-06-09,N,beauty,2025-12-18,customer1000@example.com,0,50대,Low
CUST100537,Female,37.0,Seoul,Basic,12.0,41900.0,274800.0,4.5,2026-04-04,Y,beauty,2025-06-30,customer537@example.com,1,30대,Medium
CUST100849,Female,43.0,Gyeonggi,Basic,8.0,59900.0,51600.0,4.3,2026-06-24,Y,fashion,2025-01-10,customer849@example.com,0,40대,Low
CUST101106,Female,21.0,Gyeonggi,Basic,6.0,43300.0,111000.0,3.0,2026-05-01,Y,fashion,2022-09-21,customer1106@example.com,0,20대 이하,Low
CUST100021,Female,25.0,Daejeon,Basic,11.0,83400.0,213200.0,4.3,2026-01-04,N,beauty,2021-09-30,customer21@example.com,0,20대 이하,Medium
CUST100573,Female,49.0,Seoul,Basic,8.0,70600.0,226600.0,3.8,2026-05-08,N,beauty,2024-07-14,customer573@example.com,0,40대,Medium
CUST100482,Female,24.0,Gyeonggi,VIP,7.0,139800.0,272200.0,4.3,2026-02-06,Y,food,2025-11-15,customer482@example.com,0,20대 이하,Medium
CUST100084,Female,38.0,Gyeonggi,Basic,7.0,116200.0,228700.0,2.5,2026-04-09,N,beauty,2023-08-08,customer84@example.com,0,30대,Medium
CUST101386,Female,52.0,Gyeonggi,Silver,8.0,143600.0,447100.0,4.7,2026-04-17,Y,electronics,2024-07-17,customer1386@example.com,1,50대,Medium
CUST100715,Female,56.0,Seoul,Silver,10.0,99600.0,352300.0,3.6,2026-02-27,N,beauty,2025-08-26,customer715@example.com,0,50대,Medium
CUST101298,Female,47.0,Seoul,Basic,6.0,51600.0,152300.0,2.8,2026-01-05,N,fashion,2023-04-16,customer1298@example.com,0,40대,Low
CUST100179,Female,39.0,Gwangju,Silver,9.0,44400.0,180900.0,3.9,2026-05-17,N,food,2025-10-27,customer179@example.com,0,30대,Low
CUST100186,Female,40.0,Seoul,Silver,12.0,127000.0,476300.0,4.5,2026-06-21,Y,home,2024-11-18,customer186@example.com,0,40대,Medium
CUST100493,Female,37.0,Seoul,Gold,11.0,194600.0,779500.0,4.4,2025-12-27,N,beauty,2021-11-03,customer493@example.com,1,30대,High
CUST100347,Female,31.0,Seoul,VIP,10.0,254775.0,1075975.0,2.6,2026-03-17,N,electronics,2024-10-25,customer347@example.com,1,30대,High
CUST100497,Female,35.0,Gyeonggi,Basic,8.0,16400.0,49600.0,3.6,2026-03-28,Y,beauty,2024-10-31,customer497@example.com,1,30대,Low
CUST101064,Female,46.0,Seoul,Gold,9.0,143400.0,759800.0,3.4,2026-02-15,N,fashion,2023-02-07,customer1064@example.com,1,40대,High
CUST100566,Female,33.0,Incheon,Silver,5.0,118300.0,380900.0,3.4,2026-06-04,N,sports,2025-04-26,customer566@example.com,1,30대,Medium
CUST101094,Female,36.0,Gyeonggi,Basic,13.0,97200.0,321000.0,4.3,2026-03-04,N,food,2022-10-30,customer1094@example.com,1,30대,Medium
CUST101207,Female,59.0,Daegu,Silver,8.0,245800.0,743300.0,3.6,2026-05-17,Y,electronics,2024-11-09,customer1207@example.com,1,50대,High
CUST101427,Female,42.0,Incheon,Silver,3.0,93700.0,86300.0,2.2,2026-06-01,N,fashion,2023-09-22,customer1427@example.com,0,40대,Low
CUST100264,Male,32.0,Seoul,Gold,4.0,72000.0,122900.0,4.2,2026-04-30,Y,food,2024-06-26,customer264@example.com,0,30대,Low
CUST100104,Female,41.0,Daejeon,Basic,14.0,156900.0,715600.0,3.6,2026-06-06,Y,electronics,2020-08-30,customer104@example.com,1,40대,High
CUST101079,Female,42.0,Gyeonggi,Silver,8.0,94000.0,422200.0,3.6,2026-03-26,N,food,2025-06-13,customer1079@example.com,0,40대,Medium
CUST101188,Female,43.0,Daegu,Silver,17.0,169900.0,535700.0,4.7,2026-05-16,N,beauty,2023-05-19,customer1188@example.com,1,40대,Medium
CUST101178,Female,56.0,Daejeon,Silver,11.0,125800.0,350400.0,3.9,2026-04-25,N,sports,2024-04-04,customer1178@example.com,1,50대,Medium
CUST101060,Female,40.0,Gyeonggi,Silver,7.0,98100.0,309000.0,5.0,2026-05-15,Y,sports,2024-07-01,customer1060@example.com,1,40대,Medium
CUST100494,Female,41.0,Gwangju,silver,6.0,148300.0,325400.0,2.7,2026-06-21,Y,electronics,2022-08-01,customer494@example.com,0,40대,Medium
CUST100612,Female,49.0,Gyeonggi,Gold,7.0,100100.0,101100.0,3.1,2025-12-29,N,home,2024-08-02,customer612@example.com,0,40대,Low
CUST100633,Female,21.0,Seoul,Silver,11.0,185000.0,585100.0,5.0,2026-05-11,Y,electronics,2020-11-26,customer633@example.com,1,20대 이하,High
CUST100355,Female,39.0,Incheon,Silver,12.0,170700.0,358700.0,3.3,2026-03-25,N,sports,2024-02-07,customer355@example.com,0,30대,Medium
CUST101323,Female,18.0,Gyeonggi,Basic,5.0,70100.0,126700.0,1.6,2026-04-28,Y,fashion,2022-11-27,customer1323@example.com,0,20대 이하,Low
CUST100528,Female,57.0,Seoul,Silver,9.0,149500.0,384900.0,4.1,2026-05-31,N,beauty,2021-05-24,customer528@example.com,0,50대,Medium
CUST101015,Female,34.0,Daegu,VIP,6.0,178000.0,184200.0,3.4,2026-05-09,Y,sports,2023-10-08,customer1015@example.com,0,30대,Low
CUST101161,Female,32.0,Busan,VIP,9.0,146300.0,331900.0,3.5,2026-02-18,N,food,2020-12-17,customer1161@example.com,0,30대,Medium
CUST101358,Female,57.0,Gyeonggi,Basic,14.0,141600.0,663800.0,4.7,2026-04-17,Y,fashion,2025-04-27,customer1358@example.com,1,50대,High
CUST100575,Female,37.0,Gyeonggi,Silver,10.0,137000.0,240000.0,5.0,2026-06-26,N,fashion,2020-07-04,customer575@example.com,1,30대,Medium
CUST100055,Female,30.0,Gyeonggi,basic,6.0,63900.0,146700.0,3.8,2026-04-13,Y,food,2024-01-07,customer55@example.com,0,30대,Low
CUST100790,Female,43.0,Daejeon,Gold,6.0,80700.0,142500.0,3.9,2026-05-02,Y,home,2021-06-30,customer790@example.com,0,40대,Low
CUST100714,Female,32.0,Gyeonggi,Silver,11.0,134300.0,305900.0,4.0,2026-05-04,Y,electronics,2022-01-14,customer714@example.com,1,30대,Medium
CUST101329,Female,41.0,Gyeonggi,Basic,7.0,54000.0,58200.0,3.0,2026-04-26,N,fashion,2020-06-30,customer1329@example.com,0,40대,Low
CUST100147,Female,50.0,Daejeon,SILVER,12.0,196900.0,872300.0,3.9,2026-05-20,N,electronics,2020-07-23,customer147@example.com,1,50대,High
CUST101130,Female,39.0,Incheon,Silver,8.0,127600.0,466600.0,4.6,2026-03-25,Y,fashion,2025-09-04,customer1130@example.com,0,30대,Medium
CUST100908,Female,18.0,Daejeon,Basic,4.0,24000.0,27600.0,3.7,2026-02-13,N,sports,2024-03-25,customer908@example.com,0,20대 이하,Low
CUST101480,Female,44.0,Seoul,VIP,8.0,177900.0,311700.0,3.0,2026-05-19,N,sports,2025-05-05,customer1480@example.com,0,40대,Medium
CUST101234,Female,32.0,Seoul,VIP,9.0,212600.0,908200.0,2.6,2026-04-15,Y,home,2021-08-20,customer1234@example.com,1,30대,High
CUST100596,Female,48.0,Gwangju,Gold,7.0,143400.0,367600.0,3.7,2026-02-11,Y,sports,2022-12-03,customer596@example.com,0,40대,Medium
CUST100844,Female,46.0,Gyeonggi,Basic,15.0,146400.0,559500.0,2.9,2026-04-29,N,food,2020-07-13,customer844@example.com,1,40대,High
CUST100088,Female,41.0,Incheon,Silver,11.0,157300.0,783200.0,3.3,2026-05-17,Y,beauty,2020-09-27,customer88@example.com,0,40대,High
CUST100622,Female,39.0,Gyeonggi,Silver,10.0,126100.0,442900.0,4.2,2026-06-20,N,home,2025-09-15,customer622@example.com,1,30대,Medium
CUST100675,Female,38.0,Seoul,Gold,5.0,152200.0,343000.0,3.2,2026-05-28,N,food,2021-05-19,customer675@example.com,0,30대,Medium
CUST100112,Female,38.0,Busan,Silver,10.0,99100.0,212100.0,3.9,2026-02-17,Y,food,2021-01-20,customer112@example.com,0,30대,Medium
CUST101251,Female,25.0,Gyeonggi,Basic,12.0,124500.0,516500.0,4.3,2026-02-22,N,home,2024-11-03,customer1251@example.com,1,20대 이하,Medium
CUST100841,Female,32.0,Gyeonggi,VIP,11.0,190700.0,830100.0,2.7,2026-03-07,N,home,2024-02-09,customer841@example.com,1,30대,High
CUST100253,Female,42.0,Busan,VIP,8.0,147600.0,145500.0,3.5,2026-06-05,N,fashion,2022-09-26,customer253@example.com,1,40대,Low
CUST101400,Female,38.0,Gyeonggi,VIP,7.0,142700.0,268000.0,5.0,2026-05-13,N,fashion,2020-12-26,customer1400@example.com,1,30대,Medium
CUST100483,Female,38.0,Gwangju,Basic,7.0,83700.0,92700.0,3.8,2026-05-09,N,fashion,2025-05-09,customer483@example.com,0,30대,Low
CUST100894,Female,46.0,Gyeonggi,Basic,10.0,140100.0,735200.0,2.6,2026-05-31,Y,beauty,2021-04-25,customer894@example.com,1,40대,High
CUST100690,Female,43.0,Seoul,VIP,7.0,219500.0,564000.0,2.8,2026-06-04,N,electronics,2021-05-30,customer690@example.com,1,40대,High
CUST100558,Female,57.0,Gyeonggi,Silver,9.0,181000.0,619800.0,3.1,2026-03-31,Y,fashion,2022-05-31,customer558@example.com,1,50대,High
CUST100953,Female,41.0,Busan,Basic,14.0,130400.0,707100.0,3.8,2026-06-13,N,food,2023-11-23,customer953@example.com,1,40대,High
CUST100901,Female,25.0,Gyeonggi,Silver,7.0,51100.0,158000.0,4.9,2026-06-05,N,food,2025-04-14,customer901@example.com,0,20대 이하,Low
CUST100703,Female,25.0,Seoul,Basic,9.0,131900.0,666300.0,3.1,2026-04-11,Y,electronics,2022-05-10,customer703@example.com,1,20대 이하,High
CUST100454,Female,28.0,Daegu,Silver,7.0,156800.0,331600.0,4.5,2026-06-03,N,sports,2025-06-25,customer454@example.com,1,20대 이하,Medium
CUST100367,Female,33.0,Seoul,Basic,5.0,104900.0,115400.0,4.3,2026-02-09,N,electronics,2025-03-24,customer367@example.com,0,30대,Low
CUST100154,Female,49.0,Seoul,Silver,3.0,97300.0,169700.0,3.9,2026-03-28,N,home,2022-03-03,customer154@example.com,1,40대,Low
CUST100823,Female,41.0,Incheon,Basic,6.0,26900.0,72100.0,4.1,2026-04-29,Y,home,2024-03-29,customer823@example.com,1,40대,Low
CUST100489,Female,30.0,Seoul,Basic,11.0,94000.0,427400.0,3.9,2026-06-11,N,sports,2022-05-19,customer489@example.com,1,30대,Medium
CUST100555,Female,32.0,Incheon,Basic,7.0,36700.0,108400.0,3.2,2026-04-21,N,home,2022-12-06,customer555@example.com,0,30대,Low
CUST100855,Female,18.0,Incheon,Basic,4.0,135300.0,151200.0,3.5,2026-04-22,Y,fashion,2021-01-30,customer855@example.com,1,20대 이하,Low
CUST100461,Female,47.0,Daejeon,Silver,9.0,118500.0,336500.0,2.9,2026-06-13,Y,food,2023-06-14,customer461@example.com,0,40대,Medium
CUST100705,Female,35.0,Gwangju,Basic,11.0,73400.0,384700.0,3.3,2026-04-16,N,home,2021-01-19,customer705@example.com,0,30대,Medium
CUST100854,Female,63.0,Seoul,Basic,8.0,143300.0,630100.0,4.2,2026-05-14,N,electronics,2024-05-09,customer854@example.com,0,60대 이상,High
CUST101148,Female,27.0,Busan,Gold,2.0,85700.0,79200.0,3.3,2026-05-03,Y,beauty,2021-02-19,customer1148@example.com,0,20대 이하,Low
CUST101438,Female,49.0,Gwangju,Basic,13.0,44000.0,129600.0,2.8,2026-05-18,Y,sports,2020-08-12,customer1438@example.com,0,40대,Low
CUST100899,Female,47.0,Daegu,silver,11.0,117200.0,395400.0,4.8,2026-04-18,N,fashion,2021-03-01,customer899@example.com,0,40대,Medium
CUST101264,Female,46.0,Incheon,Basic,6.0,104600.0,313600.0,3.5,2026-06-11,N,fashion,2025-04-10,customer1264@example.com,0,40대,Medium
CUST101385,Female,54.0,Incheon,Gold,12.0,145700.0,637600.0,2.9,2026-04-07,N,fashion,2021-04-30,customer1385@example.com,1,50대,High
CUST101382,Female,41.0,Gyeonggi,Basic,9.0,42800.0,189400.0,3.9,2026-06-03,Y,home,2022-03-27,customer1382@example.com,0,40대,Medium
CUST100807,Female,30.0,Gyeonggi,Basic,5.0,97100.0,268900.0,3.5,2026-04-05,Y,beauty,2022-05-01,customer807@example.com,0,30대,Medium
CUST101284,Female,45.0,Gyeonggi,Gold,12.0,143400.0,904800.0,3.0,2026-05-02,Y,beauty,2021-10-26,customer1284@example.com,1,40대,High
CUST100165,Female,35.0,Gyeonggi,Gold,12.0,116500.0,630000.0,3.7,2026-06-24,N,fashion,2024-06-20,customer165@example.com,1,30대,High
CUST100695,Female,35.0,Gwangju,Basic,7.0,178500.0,201300.0,3.9,2026-03-13,Y,electronics,2025-05-01,customer695@example.com,0,30대,Medium
CUST101053,Female,35.0,Seoul,Silver,11.0,142900.0,666000.0,2.9,2026-06-15,N,beauty,2022-10-06,customer1053@example.com,1,30대,High
CUST100237,Female,42.0,Seoul,Basic,8.0,130400.0,134700.0,4.6,2026-04-21,N,electronics,2024-12-28,customer237@example.com,1,40대,Low
CUST101087,Female,36.0,Gyeonggi,Silver,13.0,117700.0,469300.0,3.3,2026-03-03,N,home,2025-08-09,customer1087@example.com,0,30대,Medium
CUST100551,Female,47.0,Incheon,Basic,15.0,56800.0,490100.0,4.6,2026-04-22,N,food,2020-12-16,customer551@example.com,1,40대,Medium
CUST100686,Female,50.0,Daegu,Gold,5.0,116900.0,111200.0,2.8,2026-06-22,N,home,2021-12-13,customer686@example.com,0,50대,Low
CUST101216,Female,30.0,Busan,Silver,11.0,160000.0,712100.0,3.5,2026-05-02,N,beauty,2024-06-12,customer1216@example.com,1,30대,High
CUST100190,Female,44.0,Incheon,Silver,13.0,175300.0,889100.0,4.9,2026-01-27,N,sports,2023-05-23,customer190@example.com,1,40대,High
CUST100536,Female,32.0,Gyeonggi,Silver,5.0,115300.0,197200.0,3.2,2026-05-17,N,beauty,2022-12-19,customer536@example.com,0,30대,Medium
CUST101430,Female,31.0,Gyeonggi,basic,7.0,151200.0,342000.0,3.3,2026-01-17,N,electronics,2021-04-16,customer1430@example.com,0,30대,Medium
CUST100624,Female,59.0,Incheon,Basic,10.0,84800.0,148800.0,5.0,2026-05-04,Y,home,2021-07-04,customer624@example.com,0,50대,Low
CUST100442,Female,41.0,Seoul,Basic,5.0,99900.0,227000.0,3.5,2026-06-17,Y,fashion,2022-02-15,customer442@example.com,0,40대,Medium
CUST100028,Female,38.0,Seoul,Basic,4.0,89100.0,101000.0,3.4,2026-05-19,N,sports,2023-06-23,customer28@example.com,0,30대,Low
CUST100452,Female,46.0,Busan,Silver,10.0,172100.0,752500.0,4.7,2026-03-24,N,sports,2021-04-09,customer452@example.com,1,40대,High
CUST100266,Female,40.0,Seoul,Silver,4.0,56600.0,116000.0,4.4,2026-04-06,N,food,2021-05-31,customer266@example.com,0,40대,Low
CUST100882,Female,23.0,Daejeon,Gold,6.0,98500.0,181600.0,4.5,2026-06-20,Y,fashion,2022-04-01,customer882@example.com,1,20대 이하,Low
CUST100432,Female,45.0,Gyeonggi,Silver,13.0,136600.0,664700.0,2.8,2026-03-30,Y,food,2022-05-23,customer432@example.com,1,40대,High
CUST101377,Female,37.0,Seoul,Basic,7.0,154900.0,350300.0,3.1,2026-02-19,N,electronics,2021-05-26,customer1377@example.com,0,30대,Medium
CUST100748,Female,46.0,Busan,Basic,10.0,87900.0,171400.0,3.8,2026-03-06,Y,food,2025-01-02,customer748@example.com,1,40대,Low
CUST101118,Female,43.0,Gyeonggi,VIP,8.0,198300.0,380100.0,3.8,2026-06-05,Y,food,2021-11-27,customer1118@example.com,1,40대,Medium
CUST100438,Female,25.0,Gyeonggi,Gold,6.0,152600.0,404300.0,3.7,2026-05-20,Y,home,2025-10-14,customer438@example.com,1,20대 이하,Medium
CUST101262,Female,43.0,Incheon,Silver,9.0,157200.0,361400.0,3.7,2026-03-09,Y,electronics,2023-02-21,customer1262@example.com,0,40대,Medium
CUST101165,Female,44.0,Gwangju,Basic,11.0,127800.0,676500.0,3.6,2026-04-18,N,beauty,2021-04-27,customer1165@example.com,0,40대,High
CUST100984,Female,37.0,Gyeonggi,Basic,14.0,87700.0,396900.0,2.4,2026-05-12,N,beauty,2024-10-01,customer984@example.com,1,30대,Medium
CUST100532,Female,38.0,Busan,Gold,8.0,131400.0,351700.0,4.3,2026-06-10,Y,food,2022-09-24,customer532@example.com,0,30대,Medium
CUST100162,Male,19.0,Gyeonggi,Silver,9.0,116500.0,376600.0,3.0,2026-02-07,N,beauty,2022-01-12,customer162@example.com,0,20대 이하,Medium
CUST100474,Female,31.0,Seoul,Basic,9.0,82400.0,147200.0,4.0,2026-04-22,Y,food,2025-03-11,customer474@example.com,0,30대,Low
CUST100739,Female,25.0,Gwangju,Basic,12.0,152100.0,795600.0,3.8,2026-04-21,N,beauty,2021-11-01,customer739@example.com,1,20대 이하,High
CUST100735,Female,26.0,Daegu,Silver,11.0,137100.0,776800.0,2.0,2026-06-08,N,beauty,2024-07-10,customer735@example.com,1,20대 이하,High
CUST100123,Female,51.0,Gyeonggi,Basic,9.0,227300.0,660900.0,3.7,2026-04-27,N,electronics,2021-07-01,customer123@example.com,1,50대,High
CUST100550,Female,44.0,Daegu,Basic,9.0,111300.0,436500.0,3.1,2026-04-03,Y,fashion,2021-01-15,customer550@example.com,0,40대,Medium
CUST100467,Female,29.0,Gyeonggi,Silver,10.0,132100.0,701300.0,3.5,2025-12-28,N,fashion,2020-07-10,customer467@example.com,0,20대 이하,High
CUST100142,Female,47.0,Gwangju,Silver,6.0,54800.0,114800.0,2.6,2026-05-17,Y,fashion,2025-03-27,customer142@example.com,0,40대,Low
CUST101168,Female,24.0,Daejeon,Basic,17.0,132000.0,739900.0,3.3,2026-04-21,Y,food,2024-02-09,customer1168@example.com,1,20대 이하,High
CUST101387,Female,53.0,Daejeon,Basic,12.0,106300.0,573800.0,3.8,2026-04-21,Y,fashion,2023-04-25,customer1387@example.com,1,50대,High
CUST101185,Female,39.0,Gyeonggi,Basic,17.0,41100.0,133900.0,4.5,2026-03-30,Y,home,2020-07-09,customer1185@example.com,0,30대,Low
CUST101431,Female,37.0,Seoul,Silver,9.0,56400.0,155700.0,2.5,2026-02-18,Y,beauty,2020-10-15,customer1431@example.com,1,30대,Low
CUST101226,Female,31.0,Gyeonggi,Basic,6.0,5000.0,5300.0,4.4,2026-06-08,Y,sports,2020-08-28,customer1226@example.com,1,30대,Low
CUST100504,Female,50.0,Gyeonggi,Silver,10.0,102800.0,354900.0,2.8,2026-05-03,Y,food,2022-01-06,customer504@example.com,1,50대,Medium
CUST101081,Female,51.0,Gyeonggi,Basic,4.0,89500.0,94600.0,3.3,2026-05-20,N,electronics,2022-12-08,customer1081@example.com,0,50대,Low
CUST100559,Female,54.0,Gwangju,Basic,6.0,43400.0,93700.0,4.4,2026-04-12,Y,beauty,2022-11-20,customer559@example.com,0,50대,Low
CUST100175,Female,36.0,Gyeonggi,VIP,13.0,254775.0,1075975.0,4.1,2026-04-03,Y,electronics,2024-01-19,customer175@example.com,1,30대,High
CUST100208,Female,46.0,Seoul,Basic,9.0,140000.0,408600.0,3.0,2026-03-06,N,fashion,2024-02-06,customer208@example.com,0,40대,Medium
CUST100514,Female,31.0,Incheon,Gold,13.0,254775.0,683700.0,2.7,2026-05-01,Y,electronics,2021-08-14,customer514@example.com,1,30대,High
CUST100874,Female,53.0,Gyeonggi,Basic,8.0,57500.0,195200.0,3.4,2026-05-08,N,beauty,2025-03-09,customer874@example.com,0,50대,Medium
CUST100418,Female,61.0,Gyeonggi,Gold,7.0,205500.0,753000.0,2.7,2026-03-26,N,electronics,2023-03-07,customer418@example.com,0,60대 이상,High
CUST100950,Female,45.0,Seoul,Silver,6.0,92700.0,90300.0,4.7,2026-05-10,Y,fashion,2024-05-03,customer950@example.com,0,40대,Low
CUST100161,Female,48.0,Daejeon,Basic,9.0,71900.0,244800.0,5.0,2026-04-12,N,beauty,2022-02-08,customer161@example.com,0,40대,Medium
CUST101278,Female,38.0,Gwangju,Basic,12.0,133000.0,346000.0,3.5,2026-05-07,N,home,2025-03-06,customer1278@example.com,0,30대,Medium
CUST100465,Female,43.0,Seoul,Basic,4.0,86000.0,183700.0,3.4,2026-06-27,N,electronics,2022-05-06,customer465@example.com,0,40대,Low
CUST100635,Female,34.0,Gyeonggi,Basic,8.0,100000.0,315800.0,2.6,2026-04-25,N,sports,2025-06-09,customer635@example.com,1,30대,Medium
CUST101415,Female,45.0,Seoul,Silver,7.0,43200.0,127900.0,3.3,2026-05-05,N,fashion,2022-05-08,customer1415@example.com,0,40대,Low
CUST100829,Female,45.0,Gyeonggi,Basic,10.0,107100.0,379600.0,4.9,2026-02-08,N,electronics,2021-03-13,customer829@example.com,0,40대,Medium
CUST101097,Female,46.0,Seoul,Silver,8.0,139700.0,585200.0,3.7,2026-03-04,N,home,2021-07-03,customer1097@example.com,0,40대,High
CUST100628,Female,31.0,Gwangju,Gold,9.0,87200.0,84200.0,3.3,2026-05-25,N,food,2024-02-09,customer628@example.com,0,30대,Low
